City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
236,chonchi,-42.6128,-73.8092,1.5600000000000023,93,100,1.38,CL,2023-05-26
237,lompoc,34.6391,-120.4579,13.210000000000036,84,40,3.58,US,2023-05-26
238,hutchinson island south,27.2995,-80.2205,24.450000000000045,91,0,2.57,US,2023-05-26
239,fort-shevchenko,44.5086,50.263,27.24000000000001,32,100,11.31,KZ,2023-05-26
240,kitimat,54.0524,-128.6534,17.210000000000036,70,93,1.34,CA,2023-05-26
241,laguna,38.421,-121.4238,15.100000000000023,83,0,4.63,US,2023-05-26
242,fale old settlement,-9.3852,-171.2468,28.0,76,81,3.96,TK,2023-05-26
243,turpan,42.9333,89.1667,29.640000000000043,18,100,2.76,CN,2023-05-26
244,rikaze,29.25,88.8833,19.950000000000045,13,100,8.2,CN,2023-05-26
245,labytnangi,66.6572,66.4183,22.55000000000001,47,33,7.67,RU,2023-05-26
246,vuosaari,60.2083,25.1436,12.910000000000025,61,20,3.58,FI,2023-05-26
247,tevriz,57.509,72.4042,20.390000000000043,24,0,1.87,RU,2023-05-26
248,paoy paet,13.6561,102.5625,38.450000000000045,33,72,3.52,KH,2023-05-26
249,utrik,11.2278,169.8474,27.82000000000005,80,100,8.37,MH,2023-05-26
250,jwaneng,-24.6004,24.7303,13.600000000000023,47,5,5.68,BW,2023-05-26
251,monte carmelo,-18.7247,-47.4986,13.460000000000036,80,0,2.47,BR,2023-05-26
252,machico,32.7,-16.7667,17.850000000000023,80,20,1.54,PT,2023-05-26
253,miechow,50.3565,20.0279,17.77000000000004,82,100,2.65,PL,2023-05-26
254,bardai,11.65,7.2333,27.439999999999998,48,52,4.71,NG,2023-05-26
255,genhe,50.7833,121.5167,13.870000000000005,19,100,7.57,CN,2023-05-26
256,broken hill,-31.95,141.4333,12.740000000000009,47,28,6.59,AU,2023-05-26
257,balykshi,47.0667,51.8667,32.0,12,0,11.0,KZ,2023-05-26
258,monte azul,-15.155,-42.8747,16.99000000000001,93,27,2.67,BR,2023-05-26
259,bytow,54.1706,17.4919,14.560000000000002,55,4,4.63,PL,2023-05-26
260,reyes,-14.3167,-67.3833,22.04000000000002,95,22,0.85,BO,2023-05-26
261,dimbokro,6.6451,-4.7048,24.0,95,100,0.63,CI,2023-05-26
262,fallon,39.4735,-118.7774,12.930000000000007,88,40,0.0,US,2023-05-26
263,saynshand,44.8824,110.1163,18.82000000000005,26,100,1.17,MN,2023-05-26
264,inari,68.906,27.0288,8.110000000000014,37,94,5.89,FI,2023-05-26
265,ylitornio,66.3089,23.6773,8.910000000000025,34,60,4.45,FI,2023-05-26
266,ngaoundere,7.3167,13.5833,20.939999999999998,94,0,0.0,CM,2023-05-26
267,ouadda,8.0777,22.4007,29.710000000000036,46,15,3.38,CF,2023-05-26
268,aykhal,66.0,111.5,3.0,71,100,5.19,RU,2023-05-26
269,mazagao,-0.115,-51.2894,26.03000000000003,97,49,1.07,BR,2023-05-26
270,arauco,-37.2463,-73.3175,10.990000000000009,93,76,2.33,CL,2023-05-26
271,minas de marcona,-15.2119,-75.1103,14.03000000000003,90,86,5.19,PE,2023-05-26
272,carnarvon,-24.8667,113.6333,26.25,36,94,4.41,AU,2023-05-26
273,severo-yeniseyskiy,60.3725,93.0408,6.610000000000014,60,96,4.01,RU,2023-05-26
274,conduaga,8.862,117.4893,30.33000000000004,65,100,3.54,PH,2023-05-26
275,lihue,21.9789,-159.3672,23.77000000000004,82,75,8.75,US,2023-05-26
276,phan rang-thap cham,11.5667,108.9833,32.450000000000045,59,93,4.09,VN,2023-05-26
277,sandanski,41.5667,23.2833,21.04000000000002,60,13,0.85,BG,2023-05-26
278,sulphur springs,33.1385,-95.6011,20.53000000000003,88,0,0.0,US,2023-05-26
279,portland,45.5234,-122.6762,19.32000000000005,67,0,2.06,US,2023-05-26
280,ormara,25.2088,64.6357,29.360000000000014,82,0,8.74,PK,2023-05-26
281,remire-montjoly,4.9167,-52.2667,23.02000000000004,100,100,0.0,GF,2023-05-26
282,kharp,66.8014,65.8081,22.54000000000002,49,53,5.6,RU,2023-05-26
283,trincomalee,8.5711,81.2335,34.10000000000002,54,36,5.08,LK,2023-05-26
284,kodinsk,58.6881,99.1844,15.240000000000009,37,100,3.53,RU,2023-05-26
285,brosteni,47.2333,25.7,16.49000000000001,76,14,2.37,RO,2023-05-26
286,pitimbu,-7.4706,-34.8086,25.33000000000004,76,49,4.94,BR,2023-05-26
287,miedzychod,52.5988,15.897,12.510000000000048,53,5,4.11,PL,2023-05-26
288,buraydah,26.326,43.975,33.25,19,0,2.03,SA,2023-05-26
289,likisa,-8.6695,125.6875,20.53000000000003,63,95,1.06,TL,2023-05-26
290,jogeva,58.7467,26.3939,12.720000000000027,35,10,2.25,EE,2023-05-26
291,san rafael,-34.6177,-68.3301,11.760000000000048,40,1,2.27,AR,2023-05-26
292,la paz,-16.5,-68.15,6.430000000000007,72,50,0.89,BO,2023-05-26
293,imbituba,-28.24,-48.6703,19.450000000000045,95,16,4.27,BR,2023-05-26
294,hobyo,5.3505,48.5268,29.79000000000002,64,24,7.0,SO,2023-05-26
295,osorno,-40.5667,-73.15,4.580000000000041,99,89,0.89,CL,2023-05-26
296,taroudant,30.4703,-8.877,17.680000000000007,75,100,1.21,MA,2023-05-26
297,arraial do cabo,-22.9661,-42.0278,22.170000000000016,87,0,6.29,BR,2023-05-26
298,balboa,2.0396,-77.2168,16.060000000000002,97,87,0.08,CO,2023-05-26
299,gaeta,41.2183,13.5628,23.189999999999998,56,88,1.23,IT,2023-05-26
300,barcs,45.96,17.4586,18.24000000000001,75,69,3.01,HU,2023-05-26
301,bonthe,7.5264,-12.505,25.060000000000002,90,100,2.18,SL,2023-05-26
302,soio,-6.1349,12.3689,25.29000000000002,82,97,2.97,AO,2023-05-26
303,lebu,-37.6167,-73.65,11.300000000000011,84,43,3.51,CL,2023-05-26
304,novyy urengoy,66.0833,76.6333,13.300000000000011,51,100,6.51,RU,2023-05-26
305,bitlis,38.5,42.25,16.75,43,0,1.29,TR,2023-05-26
306,villa gesell,-37.2639,-56.973,17.25,97,100,6.14,AR,2023-05-26
307,ola,59.5833,151.2833,7.860000000000014,92,100,3.84,RU,2023-05-26
308,constantia,44.1833,28.65,21.5,76,100,4.14,RO,2023-05-26
309,naze,28.3667,129.4833,23.510000000000048,79,100,6.44,JP,2023-05-26
310,yuzhno-kurilsk,44.0306,145.8556,12.970000000000027,78,23,5.06,RU,2023-05-26
311,neka,36.6508,53.299,29.730000000000018,51,75,2.06,IR,2023-05-26
312,datca,36.7378,27.6842,20.52000000000004,62,0,0.97,TR,2023-05-26
313,wenchang,30.904,118.4887,29.760000000000048,66,100,1.48,CN,2023-05-26
314,matthew town,20.95,-73.6667,27.05000000000001,78,98,4.95,BS,2023-05-26
